33,133,2.7,mauris vulputate elementum nullam,2/12/2022,96
72,134,2,sodales sed tincidunt,5/1/2021,95
34,137,0.1,sed,5/9/2021,57
73,138,1.4,luctus et ultrices,11/5/2021,40
88,138,0.8,morbi sem mauris,11/3/2021,29
21,139,1.9,felis sed,3/2/2022,74
39,139,1.1,erat curabitur,9/6/2021,79
93,139,0.9,nulla ac enim,8/6/2021,8
59,141,0.8,sociis natoque,12/15/2021,61
81,141,1.1,id turpis integer,8/9/2021,3
36,143,3,duis,2/9/2022,70
17,145,2.8,semper est quam pharetra,5/19/2021,59
84,145,4.2,eleifend luctus ultricies,11/29/2021,62
77,146,1.3,hac habitasse platea dictumst,2/8/2022,71
22,147,3.6,tempus vivamus in,5/1/2021,74
33,148,0.7,magna vestibulum aliquet ultrices,12/8/2021,49
62,150,4.4,habitasse,10/20/2021,47
72,150,1.3,adipiscing lorem vitae,10/10/2021,73
100,150,1.8,luctus ultricies,2/15/2022,31
61,151,2.4,sit,6/21/2021,19
58,152,4,lobortis vel dapibus at,3/3/2022,38
67,153,4.2,odio donec vitae nisi,11/30/2021,18
72,153,0.5,sapien iaculis congue,1/18/2022,67
6,154,2.1,eget semper rutrum,8/30/2021,45
21,156,3.8,faucibus cursus urna ut,12/19/2021,9
94,156,2.1,interdum,8/28/2021,47
3,157,4.3,dictumst,8/26/2021,17
100,157,3.5,duis mattis egestas metus,3/20/2022,12
91,158,1.8,at,7/6/2021,39
1,162,1.4,non mattis pulvinar,8/14/2021,65
6,163,0.1,nunc proin at turpis,5/10/2021,30
45,163,2.6,ac,9/17/2021,46
85,163,4.1,sit,8/8/2021,90
11,164,4.6,dolor sit,3/14/2022,96
12,164,3.7,non mattis,3/12/2022,100
47,165,2.3,non interdum in ante,7/13/2021,45
93,166,3.3,libero nam,11/17/2021,52
95,166,4.3,placerat,7/10/2021,66
35,168,3.6,eros vestibulum ac est,2/17/2022,97
46,168,3,blandit ultrices,5/16/2021,89
58,169,4,erat quisque erat eros,4/4/2022,38
88,169,3.4,consectetuer eget,7/3/2021,94
20,171,2.4,interdum eu tincidunt in,6/24/2021,55
57,171,4.6,lectus pellentesque at nulla,1/5/2022,17
22,172,3.4,sem,12/21/2021,23
19,173,0.3,eros viverra eget congue,4/30/2021,73
37,174,0.7,ligula sit amet,1/18/2022,9
62,176,0.3,vel dapibus,6/29/2021,32
49,177,3.6,integer ac leo pellentesque,2/24/2022,59
72,179,0.2,pretium nisl,7/13/2021,88
94,180,4.7,ante,10/14/2021,47
58,181,2.5,enim leo rhoncus sed,3/5/2022,88
36,182,4.4,mauris eget massa,9/23/2021,18
70,182,1.8,nulla quisque arcu,6/29/2021,38
30,183,0.2,magna bibendum imperdiet,8/27/2021,53
40,183,2.5,eget,12/7/2021,86
32,184,0.7,nibh ligula nec,12/19/2021,29
26,185,4.5,purus,2/27/2022,74
16,186,2.3,enim sit,2/15/2022,8
97,186,1.1,cras in purus eu,11/15/2021,92
36,188,3.8,sagittis,6/25/2021,75
27,190,0.6,suspendisse potenti in eleifend,12/29/2021,48
44,191,3.2,tristique est et tempus,2/4/2022,1
7,192,1.8,quam sapien varius ut,8/10/2021,22
26,195,4.4,lorem integer tincidunt,4/10/2022,43
56,195,2.5,tristique est,6/22/2021,47
74,196,4.8,turpis a pede,6/28/2021,100
10,197,0.1,ipsum primis in faucibus,7/28/2021,36
62,197,3.6,bibendum imperdiet nullam,10/28/2021,53
66,197,3.7,at ipsum,4/23/2021,39
40,199,4.1,vitae nisi nam,2/16/2022,38
88,199,4.7,nulla,3/5/2022,57
63,200,3.1,tellus nisi eu orci,11/5/2021,85
70,200,0.8,pellentesque at nulla,2/13/2022,28
84,203,0,lobortis,10/9/2021,85
96,203,1.3,vestibulum sit amet cursus,1/13/2022,69
99,204,5,justo in hac,1/16/2022,10
48,206,4.9,semper rutrum nulla,10/5/2021,52
67,206,4.7,auctor gravida sem,9/4/2021,39
15,207,3.4,fusce lacus purus,9/26/2021,86
16,208,1.7,convallis morbi odio odio,6/8/2021,58
55,209,0.3,posuere felis sed,7/9/2021,68
63,209,1.2,condimentum id,2/18/2022,27
86,209,3.8,nunc,1/13/2022,90
26,212,0.1,nibh in,3/27/2022,73
52,212,1.6,vitae mattis,6/25/2021,51
20,213,3.5,sapien,4/5/2022,79
57,214,1,at dolor quis,4/30/2021,31
3,216,2.4,in,2/21/2022,22
31,216,4.1,at dolor,5/20/2021,53
1,217,4.1,ligula suspendisse,1/24/2022,86
25,217,0.3,fusce posuere,12/12/2021,97
22,218,2.1,vel augue vestibulum,11/6/2021,11
96,218,0.1,erat eros viverra eget,8/2/2021,54
50,219,1,donec,2/12/2022,59
96,220,2.2,felis,7/10/2021,49
36,221,1.4,eget congue eget,9/19/2021,43
57,221,1.4,rutrum,2/2/2022,84
47,222,2,ut,12/20/2021,27
48,222,3.3,ullamcorper purus sit amet,6/30/2021,92
75,223,1.1,nonummy integer non,9/5/2021,97
89,225,3.9,at diam,4/25/2021,47
66,226,2.6,morbi vel,9/15/2021,9
7,227,4.1,morbi odio,1/10/2022,100
34,227,2.4,feugiat et eros vestibulum,4/11/2021,79
60,228,0.2,faucibus,11/1/2021,16
13,229,0.7,parturient montes nascetur ridiculus,5/8/2021,57
28,229,4.2,massa,5/31/2021,68
35,231,2.7,donec pharetra magna,9/22/2021,38
35,232,0.8,amet cursus id turpis,10/31/2021,90
37,236,4.5,ut at dolor,3/1/2022,98
41,238,4.8,ullamcorper purus,4/24/2021,85
8,239,3.1,ligula pellentesque ultrices phasellus,7/23/2021,83
27,239,4.3,sapien,5/4/2021,86
93,239,3,non ligula,11/7/2021,13
75,240,1.2,nunc commodo,1/16/2022,83
95,240,0.7,et eros,10/27/2021,88
51,241,2.8,augue,11/29/2021,35
85,242,2.8,orci,6/1/2021,29
70,244,3,vel nisl duis,2/2/2022,8
86,244,0.5,amet consectetuer,12/28/2021,93
97,244,4.8,in purus eu magna,4/22/2021,27
11,245,2.9,vel ipsum praesent blandit,5/22/2021,70
25,246,4.2,volutpat in congue etiam,10/3/2021,2
99,246,2.5,consequat,10/18/2021,88
63,248,0.5,primis,6/4/2021,72
20,249,2.4,integer ac leo,10/11/2021,44
64,249,3.3,viverra,10/10/2021,100
82,249,2,nam nulla integer,10/13/2021,33
92,249,2.9,orci eget orci,1/10/2022,80
91,250,4.9,eget tempus vel,12/9/2021,88
26,251,1.4,blandit mi in porttitor,3/9/2022,69
91,251,1.3,sapien varius,1/6/2022,25
28,252,3.3,luctus et,9/23/2021,17
59,252,4.7,justo,9/13/2021,6
60,252,5,sollicitudin,3/3/2022,45
68,252,3.8,consequat ut nulla sed,7/3/2021,22
28,255,0.9,erat quisque,3/9/2022,25
39,256,1.5,ultrices,11/24/2021,62
63,257,4.2,porttitor pede justo,6/19/2021,99
67,258,3.4,molestie hendrerit at,10/6/2021,78
90,258,4.3,ut rhoncus,8/10/2021,42
30,259,2.4,luctus rutrum nulla,12/11/2021,65
88,262,2.2,rhoncus sed,1/4/2022,39
29,263,0.7,nunc purus,10/7/2021,76
82,263,3.1,lorem integer tincidunt ante,9/5/2021,86
86,263,4.8,aliquet maecenas,1/29/2022,30
78,264,2.5,tincidunt eu felis,8/22/2021,72
87,264,0.5,convallis nulla neque,2/1/2022,43
31,265,0.7,nisi venenatis,7/25/2021,50
65,265,4.3,phasellus id sapien in,1/7/2022,88
33,266,3.5,auctor gravida sem praesent,5/6/2021,13
41,266,0.5,nullam orci pede,2/25/2022,49
53,266,0.1,turpis adipiscing lorem,11/20/2021,68
49,267,4.8,ipsum ac tellus semper,8/20/2021,85
95,268,1.3,tempus vivamus in felis,5/28/2021,29
85,269,2.8,enim leo rhoncus,7/20/2021,9
8,270,1.9,lacus purus aliquet at,4/28/2021,7
51,270,3.2,accumsan tellus nisi,4/2/2022,94
9,272,4.2,nunc purus,1/28/2022,39
89,272,0.9,pharetra magna ac,3/23/2022,87
5,273,4.1,facilisi cras non,6/19/2021,21
93,274,0.1,nisl duis,3/21/2022,33
36,278,0.3,blandit lacinia erat vestibulum,9/18/2021,40
51,280,0.8,lectus vestibulum quam sapien,8/24/2021,55
83,280,0.3,nullam porttitor lacus,3/8/2022,76
58,281,2.7,vel ipsum,8/14/2021,88
50,282,2.2,nunc purus phasellus,4/25/2021,57
2,283,3.3,placerat,3/22/2022,83
43,283,2.9,placerat praesent,7/4/2021,76
59,284,2.4,sagittis nam,12/18/2021,9
79,284,4,eget,12/17/2021,67
36,285,2.6,hendrerit at vulputate vitae,7/8/2021,74
87,285,1.4,vestibulum,12/14/2021,77
8,286,1.8,turpis donec,9/23/2021,81
24,287,4.6,accumsan tortor quis turpis,11/3/2021,54
42,288,1.9,dapibus,3/21/2022,55
54,289,2.4,purus,9/29/2021,10
46,290,4.2,odio,11/17/2021,94
68,291,3,vitae,12/11/2021,46
18,292,4.4,est congue elementum,9/12/2021,37
19,292,1.8,sit,3/26/2022,29
35,292,0.4,vitae quam suspendisse,5/9/2021,97
32,294,4.9,sem sed,12/28/2021,1
81,296,4.1,felis eu sapien cursus,9/6/2021,30
3,297,2.8,quis,9/11/2021,75
17,297,1.6,varius,3/20/2022,84
35,297,1,eleifend donec ut,1/19/2022,15
74,297,1.7,maecenas pulvinar lobortis est,1/12/2022,7
87,297,0.4,ultrices vel,5/20/2021,35
19,298,4.7,lacus purus,9/9/2021,13
57,298,2.9,ante,7/26/2021,14
62,298,0.2,imperdiet sapien urna pretium,4/13/2021,96
50,299,0.9,in hac,5/5/2021,19
37,300,0.8,augue a suscipit nulla,3/29/2022,84
43,300,3,pellentesque ultrices phasellus,6/14/2021,48
1,302,2.5,justo morbi,2/2/2022,53
9,302,4.5,eu orci mauris,1/8/2022,33
14,303,0.2,vitae nisl aenean lectus,7/15/2021,9
77,303,0.9,vestibulum,1/27/2022,100
40,304,1.4,ut dolor morbi,10/9/2021,84
80,304,4.3,integer pede justo lacinia,2/17/2022,37
87,304,4.4,mi in,10/15/2021,74
16,305,1.1,erat tortor sollicitudin,7/26/2021,69
89,306,4.6,odio in,1/11/2022,3
47,307,0.3,rutrum neque,4/5/2022,56
5,308,2.1,vitae quam,1/8/2022,94
86,308,3.8,donec quis,11/12/2021,67
35,310,2.8,magna vulputate,10/31/2021,29
71,310,2.5,sodales sed tincidunt eu,7/22/2021,1
12,311,2.9,dolor quis odio,8/29/2021,81
49,311,2.3,massa,11/27/2021,9
24,312,4.5,arcu sed augue,8/8/2021,51
27,314,1.7,at dolor quis,6/10/2021,84
47,314,1.5,massa id,3/19/2022,51
60,314,2,sapien cum sociis,3/26/2022,22
70,314,1.6,dui vel,3/4/2022,1
70,315,4.2,primis in faucibus,8/28/2021,91
89,316,0.6,vestibulum,2/15/2022,37
11,318,3,ornare consequat,12/30/2021,91
31,318,4.3,penatibus,4/20/2021,79
37,318,0.7,pede malesuada in imperdiet,4/1/2022,14
63,318,2.6,sapien,3/29/2022,2
70,318,1.1,metus sapien ut,7/22/2021,64
35,319,0.9,mauris,1/17/2022,70
64,319,2,etiam,2/15/2022,11
80,319,1.3,luctus et ultrices,8/2/2021,75
8,322,5,leo odio,10/2/2021,86
26,322,4,sit,3/11/2022,14
71,322,4.2,sit amet,1/31/2022,2
68,327,2.1,duis faucibus accumsan,1/15/2022,63
20,328,3.7,vehicula,12/3/2021,96
27,328,1.4,ipsum,9/28/2021,42
32,329,1.5,interdum mauris,7/6/2021,75
43,329,1.3,consequat lectus in est,3/8/2022,16
68,329,0.5,nam ultrices libero,9/21/2021,40
94,330,4.5,risus auctor,12/18/2021,61
6,331,2.6,arcu libero rutrum,10/20/2021,74
83,332,4.2,in,1/8/2022,98
9,333,1.3,id massa,6/26/2021,60
38,333,0.4,donec,7/24/2021,39
53,333,0.2,integer ac leo pellentesque,7/16/2021,72
66,333,2.5,aenean sit amet justo,9/1/2021,68
46,334,0.8,convallis nulla neque libero,12/20/2021,56
27,336,3.6,blandit,6/25/2021,43
83,336,2.6,vestibulum velit id pretium,1/8/2022,76
9,337,1.2,luctus nec molestie sed,8/6/2021,16
29,337,1.1,risus dapibus augue vel,11/24/2021,22
36,339,1,et magnis,7/28/2021,10
82,339,0.4,at nibh in,3/31/2022,30
91,339,3.1,laoreet,5/1/2021,48
8,340,2.1,semper,12/7/2021,64
13,340,4,aliquet maecenas,3/7/2022,15
95,340,2.3,tortor sollicitudin mi,6/21/2021,47
6,342,0.7,diam cras pellentesque,5/24/2021,9
57,342,1.5,arcu,11/16/2021,10
91,344,1.2,eget eros elementum pellentesque,4/17/2021,76
25,345,3,quis tortor id,12/26/2021,89
89,345,0.4,odio,7/8/2021,89
27,346,1.2,ipsum primis in faucibus,6/6/2021,46
25,348,3,lorem,3/1/2022,6
95,348,3.3,mattis nibh ligula,1/24/2022,59
93,349,2.9,lacinia erat,7/27/2021,87
66,350,2,turpis sed ante vivamus,6/24/2021,70
12,351,4.6,est donec odio justo,9/7/2021,39
30,351,0.2,quisque,4/8/2022,25
80,351,0.6,a,4/7/2022,54
99,352,4.8,proin,3/10/2022,32
100,352,0,venenatis tristique fusce congue,5/24/2021,81
1,353,0.4,pretium iaculis,11/28/2021,13
93,356,4.7,duis ac nibh,2/10/2022,24
61,357,0.6,sem mauris laoreet,9/13/2021,54
69,357,4.4,a ipsum,3/12/2022,38
46,358,1.8,bibendum morbi non quam,5/10/2021,76
9,360,3.6,hac,2/3/2022,77
74,360,2.1,amet nulla quisque,9/19/2021,6
23,361,1.6,et,12/14/2021,55
79,361,4.7,nec,12/11/2021,36
63,363,0.5,ullamcorper purus,7/13/2021,45
87,363,1.9,amet eros suspendisse,11/22/2021,63
80,364,4.8,leo odio,10/7/2021,50
12,365,3.5,nec nisi volutpat,11/23/2021,63
82,365,3.3,quisque porta volutpat erat,1/22/2022,21
38,366,1.3,faucibus accumsan odio,9/16/2021,64
26,367,0.3,gravida nisi at nibh,12/13/2021,50
92,369,4,eget eleifend luctus ultricies,12/21/2021,82
79,373,0.6,sit amet,8/15/2021,57
25,374,0.1,amet turpis elementum,10/11/2021,75
43,375,4.3,ipsum primis in,6/16/2021,73
48,375,2.2,placerat praesent blandit,4/13/2021,44
60,375,2.9,ipsum dolor sit amet,8/4/2021,76
28,376,0.4,sodales scelerisque,2/28/2022,8
33,376,4.6,faucibus,10/25/2021,95
36,376,3.6,id ornare imperdiet,3/4/2022,28
17,377,2.4,porttitor id,11/5/2021,11
51,377,0.4,mauris eget massa tempor,6/20/2021,47
46,378,1.6,dui maecenas,10/24/2021,86
87,378,2.3,lectus aliquam sit amet,1/18/2022,13
95,378,2,dapibus nulla suscipit,4/10/2022,79
30,380,4.3,quis,3/10/2022,35
52,380,3,dictumst maecenas,12/10/2021,70
25,382,1.7,nisi,12/28/2021,51
74,383,1.3,turpis nec,3/15/2022,18
98,383,2.5,sem mauris,11/15/2021,14
1,384,1.6,duis,5/23/2021,78
44,384,1.9,semper porta,3/5/2022,48
80,384,0.7,turpis nec euismod,12/28/2021,25
4,386,3.6,vestibulum,8/16/2021,89
96,386,4.3,praesent blandit lacinia erat,11/17/2021,84
83,390,3.3,odio porttitor,3/11/2022,1
37,391,4.6,sapien cum,10/6/2021,78
99,391,1.7,neque sapien placerat,3/14/2022,37
3,393,3.6,tincidunt lacus at,5/2/2021,36
1,394,4.6,dolor vel,11/3/2021,97
60,394,1.6,ridiculus,3/27/2022,92
29,395,4.1,tristique tortor,1/15/2022,21
53,395,1.8,in,6/28/2021,53
79,395,0.1,vel ipsum praesent,3/19/2022,31
36,396,0.2,ac lobortis vel,12/24/2021,39
14,398,2.8,luctus et ultrices posuere,8/17/2021,40
29,398,3.6,aliquam quis,1/24/2022,24
51,398,2.1,eget nunc donec quis,2/20/2022,60
91,398,0.5,condimentum neque,5/25/2021,24
10,400,1,eget rutrum at lorem,2/25/2022,29
57,402,3.8,at turpis a pede,1/7/2022,61
71,402,4,risus,10/28/2021,46
81,403,1.1,vel,1/24/2022,73
13,404,0.3,iaculis,9/16/2021,86
25,404,4.2,donec diam neque vestibulum,1/11/2022,52
48,404,2.9,pede lobortis,12/3/2021,97
79,405,4.2,in eleifend quam,4/22/2021,79
2,406,4.1,bibendum morbi non quam,6/15/2021,98
82,406,2.1,elit proin interdum,1/25/2022,36
43,407,4.9,rhoncus sed,3/7/2022,51
50,408,2.4,auctor sed tristique,7/17/2021,60
97,408,3.3,in ante vestibulum ante,4/20/2021,88
59,409,3.5,vel augue vestibulum rutrum,4/20/2021,63
22,410,1.3,nam ultrices libero non,2/11/2022,42
17,411,1.8,posuere cubilia curae,4/8/2022,92
22,412,0.7,lorem,11/30/2021,90
71,412,4.5,eget nunc,11/20/2021,53
43,413,2.9,id pretium,7/11/2021,55
70,413,4.7,nibh in,7/19/2021,29
73,414,2,lacus,7/19/2021,25
36,415,4,vel ipsum,2/7/2022,40
42,416,3.8,donec posuere metus,11/13/2021,41
28,417,4.1,vulputate ut,12/23/2021,59
70,417,4.2,tincidunt,7/18/2021,54
73,417,1.5,id consequat,11/1/2021,83
91,417,2.8,sagittis nam congue,8/1/2021,83
60,418,4.9,sem praesent id massa,5/7/2021,95
77,418,2.5,sed,1/2/2022,77
57,419,0.6,vehicula condimentum curabitur,9/30/2021,79
68,419,1.8,cursus,7/3/2021,94
9,420,0.4,turpis,3/29/2022,50
26,420,2.2,nulla,3/3/2022,95
33,420,2.7,nulla nisl,11/16/2021,88
14,422,4.8,non velit donec,11/10/2021,54
42,423,2.1,mauris viverra diam,8/30/2021,50
84,423,2.7,velit,11/1/2021,15
99,424,2.7,justo,6/9/2021,99
6,426,1.6,morbi,5/17/2021,81
52,426,0.5,eget,4/8/2022,37
77,426,0.2,felis donec,3/31/2022,97
40,427,3.4,feugiat,3/7/2022,43
85,427,3.6,venenatis tristique,12/10/2021,8
16,428,1.1,vestibulum velit id,1/13/2022,35
46,428,5,ultrices phasellus,7/7/2021,10
25,429,2.9,suspendisse potenti,1/8/2022,46
13,430,3,in faucibus orci,1/9/2022,16
42,430,1.3,amet,1/13/2022,37
23,432,0.5,diam erat fermentum justo,7/30/2021,34
22,434,2.3,quam sapien,5/10/2021,49
73,434,3.9,odio consequat varius integer,3/16/2022,73
80,435,2.9,habitasse platea,7/9/2021,3
87,435,2,aliquet pulvinar sed nisl,3/6/2022,32
85,436,3.3,donec diam neque,5/20/2021,9
89,438,0.9,pretium,1/25/2022,73
